Filter Keyword,WOW Job title,WOW Industry,New Job Category,New Industry Category,Final job title,Final industry,"[=COUNTIF (B:B, B1055)>1]",,,Num of unique job title,93,Num of unique industry,38
busser,Waiter & Busboy,Restaurants & Food Service,Busser,Restaurants & Food Service,busser,restaurants & food service,,,,,,,
,Waiter/busboy,Restaurants & Food Service,Busser,Restaurants & Food Service,busser,restaurants & food service,,,,,,,
,"Servers, Busboys, Cooks",Restaurants & Food Service,Busser,Restaurants & Food Service,busser,restaurants & food service,,,,,,,
,AM Busser/Runner,Restaurants & Food Service,Busser,Restaurants & Food Service,busser,restaurants & food service,,,,,,,
,Busboys,Restaurants & Food Service,Busser,Restaurants & Food Service,busser,restaurants & food service,,,,,,,
,Server Assistant/Busser,Restaurants & Food Service,Busser,Restaurants & Food Service,busser,restaurants & food service,,,,,,,
,Barback/Busser,,Busser,Restaurants & Food Service,busser,restaurants & food service,,,,,,,
,Busser,Restaurant ,Busser,Restaurants & Food Service,busser,restaurants & food service,,,,,,,
,Busser/Food Runner,Restaurants & Food Service,Busser,Restaurants & Food Service,busser,restaurants & food service,,,,,,,
,Busser,Restaurants & Food Service,Busser,Restaurants & Food Service,busser,restaurants & food service,,,,,,,
,Busser,Restaurants & Food Service,Busser,Restaurants & Food Service,busser,restaurants & food service,,,,,,,
,Waiter & Busboy,Restaurants & Food Service,Busser,Restaurants & Food Service,busser,restaurants & food service,,,,,,,
,Busser,Hotels & Accommodation,Busser,Restaurants & Food Service,busser,restaurants & food service,,,,,,,
,Busser,Restaurants & Food Service,Busser,Restaurants & Food Service,busser,restaurants & food service,,,,,,,
,Server/Host/Busser/Houseman,Hospitality,Busser,Restaurants & Food Service,busser,restaurants & food service,,,,,,,
,Servers/Bussers,Restaurants & Food Service,Busser,Restaurants & Food Service,busser,restaurants & food service,,,,,,,
,Waiter/busboy,Restaurants & Food Service,Busser,Restaurants & Food Service,busser,restaurants & food service,,,,,,,
,Servers/Bartenders/Bussers,Restaurants & Food Service,Busser,Restaurants & Food Service,busser,restaurants & food service,,,,,,,
,Bussers,Restaurants & Food Service,Busser,Restaurants & Food Service,busser,restaurants & food service,,,,,,,
,"Servers, Busboys, Cooks",Restaurants & Food Service,Busser,Restaurants & Food Service,busser,restaurants & food service,,,,,,,
,Bussers,Food & Beverage,Busser,Restaurants & Food Service,busser,restaurants & food service,,,,,,,
,Busser/Dishwasher,Restaurants & Food Service,Busser,Restaurants & Food Service,busser,restaurants & food service,,,,,,,
,Hostess/Servers/Busser/Bartenders,Food & Beverage,Busser,Restaurants & Food Service,busser,restaurants & food service,,,,,,,
,Busser,Food & Beverage,Busser,Restaurants & Food Service,busser,restaurants & food service,,,,,,,
,Host/Busser,Restaurants & Food Service,Busser,Restaurants & Food Service,busser,restaurants & food service,,,,,,,
,Busser/Runner/Service Bar Positions,Restaurants & Food Service,Busser,Restaurants & Food Service,busser,restaurants & food service,,,,,,,
,Food Runners/Bus Boys/Girls,Restaurants & Food Service,Busser,Restaurants & Food Service,busser,restaurants & food service,,,,,,,
,Busser/Helper,Restaurants & Food Service,Busser,Restaurants & Food Service,busser,restaurants & food service,,,,,,,
,Waitresses/Servers/Bus Boy,Restaurants & Food Service,Busser,Restaurants & Food Service,busser,restaurants & food service,,,,,,,
,Busser,Restaurants & Food Service,Busser,Restaurants & Food Service,busser,restaurants & food service,,,,,,,
,Server/host/busser,Restaurants & Food Service,Busser,Restaurants & Food Service,busser,restaurants & food service,,,,,,,
,Busser/Food Runner,Restaurants & Food Service,Busser,Restaurants & Food Service,busser,restaurants & food service,,,,,,,
,Busser/Barback,Restaurants & Food Service,Busser,Restaurants & Food Service,busser,restaurants & food service,,,,,,,
busboy,Waiter & Busboy,Restaurants & Food Service,Busser,Restaurants & Food Service,busboy,restaurants & food service,,,,,,,
,Waiter/busboy,Restaurants & Food Service,Busser,Restaurants & Food Service,busboy,restaurants & food service,,,,,,,
,"Servers, Busboys, Cooks",Restaurants & Food Service,Busser,Restaurants & Food Service,busboy,restaurants & food service,,,,,,,
,AM Busser/Runner,Restaurants & Food Service,Busser,Restaurants & Food Service,busboy,restaurants & food service,,,,,,,
,Busboys,Restaurants & Food Service,Busser,Restaurants & Food Service,busboy,restaurants & food service,,,,,,,
,Server Assistant/Busser,Restaurants & Food Service,Busser,Restaurants & Food Service,busboy,restaurants & food service,,,,,,,
,Barback/Busser,,Busser,Restaurants & Food Service,busboy,restaurants & food service,,,,,,,
,Busser,Restaurant ,Busser,Restaurants & Food Service,busboy,restaurants & food service,,,,,,,
,Busser/Food Runner,Restaurants & Food Service,Busser,Restaurants & Food Service,busboy,restaurants & food service,,,,,,,
,Busser,Restaurants & Food Service,Busser,Restaurants & Food Service,busboy,restaurants & food service,,,,,,,
,Busser,Restaurants & Food Service,Busser,Restaurants & Food Service,busboy,restaurants & food service,,,,,,,
,Waiter & Busboy,Restaurants & Food Service,Busser,Restaurants & Food Service,busboy,restaurants & food service,,,,,,,
,Busser,Hotels & Accommodation,Busser,Restaurants & Food Service,busboy,restaurants & food service,,,,,,,
,Busser,Restaurants & Food Service,Busser,Restaurants & Food Service,busboy,restaurants & food service,,,,,,,
,Server/Host/Busser/Houseman,Hospitality,Busser,Restaurants & Food Service,busboy,restaurants & food service,,,,,,,
,Servers/Bussers,Restaurants & Food Service,Busser,Restaurants & Food Service,busboy,restaurants & food service,,,,,,,
,Waiter/busboy,Restaurants & Food Service,Busser,Restaurants & Food Service,busboy,restaurants & food service,,,,,,,
,Servers/Bartenders/Bussers,Restaurants & Food Service,Busser,Restaurants & Food Service,busboy,restaurants & food service,,,,,,,
,Bussers,Restaurants & Food Service,Busser,Restaurants & Food Service,busboy,restaurants & food service,,,,,,,
,"Servers, Busboys, Cooks",Restaurants & Food Service,Busser,Restaurants & Food Service,busboy,restaurants & food service,,,,,,,
,Bussers,Food & Beverage,Busser,Restaurants & Food Service,busboy,restaurants & food service,,,,,,,
,Busser/Dishwasher,Restaurants & Food Service,Busser,Restaurants & Food Service,busboy,restaurants & food service,,,,,,,
,Hostess/Servers/Busser/Bartenders,Food & Beverage,Busser,Restaurants & Food Service,busboy,restaurants & food service,,,,,,,
,Busser,Food & Beverage,Busser,Restaurants & Food Service,busboy,restaurants & food service,,,,,,,
,Host/Busser,Restaurants & Food Service,Busser,Restaurants & Food Service,busboy,restaurants & food service,,,,,,,
,Busser/Runner/Service Bar Positions,Restaurants & Food Service,Busser,Restaurants & Food Service,busboy,restaurants & food service,,,,,,,
,Food Runners/Bus Boys/Girls,Restaurants & Food Service,Busser,Restaurants & Food Service,busboy,restaurants & food service,,,,,,,
,Busser/Helper,Restaurants & Food Service,Busser,Restaurants & Food Service,busboy,restaurants & food service,,,,,,,
,Waitresses/Servers/Bus Boy,Restaurants & Food Service,Busser,Restaurants & Food Service,busboy,restaurants & food service,,,,,,,
,Busser,Restaurants & Food Service,Busser,Restaurants & Food Service,busboy,restaurants & food service,,,,,,,
,Server/host/busser,Restaurants & Food Service,Busser,Restaurants & Food Service,busboy,restaurants & food service,,,,,,,
,Busser/Food Runner,Restaurants & Food Service,Busser,Restaurants & Food Service,busboy,restaurants & food service,,,,,,,
,Busser/Barback,Restaurants & Food Service,Busser,Restaurants & Food Service,busboy,restaurants & food service,,,,,,,
Analyst,Entry-level Data Analyst,IT,Analyst,Information Technology,analyst,information technology,,,,,,,
,HR Analyst,finance,Analyst,Business,analyst,business,,,,,,,
,Cost Analyst,Human Resources,Analyst,Human Resources,analyst,human resources,,,,,,,
,Business Analyst,Network Solutions,Analyst,Information Technology,analyst,information technology,,,,,,,
,Quantitative Medical Analyst,Biotech & Life Sciences,Analyst,Biotech & Life Sciences,analyst,biotech & life sciences,,,,,,,
Designer,Graphic Designer,Beauty,Designer,Beauty and Personal Care,designer,beauty and personal care,,,,,,,
, Packaging & Motion Graphics Designer ,cosmetics & beauty,Designer,Beauty and Personal Care,designer,beauty and personal care,,,,,,,
Cashier,Crew/Cashier,,Cashier,Restaurants & Food Service,cashier,restaurants & food service,,,,,,,
,Cashier,Pharmaceuticals,Cashier,Healthcare,cashier,healthcare,,,,,,,
,Counter / Cashier,Restaurants & Food Service,Cashier,Restaurants & Food Service,cashier,restaurants & food service,,,,,,,
,Cashier/Counter Service,Restaurants & Food Service,Cashier,Restaurants & Food Service,cashier,restaurants & food service,,,,,,,
,Cashiers and Cooks,Restaurants & Food Service,Cashier,Restaurants & Food Service,cashier,restaurants & food service,,,,,,,
,Cashier/Cook/Prep,Food & Beverage,Cashier,Restaurants & Food Service,cashier,restaurants & food service,,,,,,,
,Barista/Cashier,Food & Beverage,Cashier,Restaurants & Food Service,cashier,restaurants & food service,,,,,,,
,Cashier/Manager/Food Service,Food & Beverage,Cashier,Restaurants & Food Service,cashier,restaurants & food service,,,,,,,
,Cashiers/Merchandisers/Produce Lead/Deli Lead/Frozen Lead/Grocery Lead/Health & Beauty and GM Lead/Front End Lead,Sales & Marketing,Cashier,Sales & Marketing,cashier,sales & marketing,,,,,,,
,Counter/Cashier,Restaurants & Food Service,Cashier,Restaurants & Food Service,cashier,restaurants & food service,,,,,,,
,Cashier / salad maker asst prep,Restaurants & Food Service,Cashier,Restaurants & Food Service,cashier,restaurants & food service,,,,,,,
,Hostess/Cashier,Restaurants & Food Service,Cashier,Restaurants & Food Service,cashier,restaurants & food service,,,,,,,
,Sesonal Cashier/ Sales Associate,Nursery,Cashier,Healthcare,cashier,healthcare,,,,,,,
,Night Time Cashier,Health and Wellness Spa,Cashier,Healthcare,cashier,healthcare,,,,,,,
,Morning Cashier & Pizza Man,Restaurants & Food Service,Cashier,Restaurants & Food Service,cashier,restaurants & food service,,,,,,,
,Pizza Counter / Cashier,Pizza,Cashier,Restaurants & Food Service,cashier,restaurants & food service,,,,,,,
,Head Cashier,Restaurants & Food Service,Cashier,Restaurants & Food Service,cashier,restaurants & food service,,,,,,,
,Cashiers,Restaurants & Food Service,Cashier,Restaurants & Food Service,cashier,restaurants & food service,,,,,,,
,Barista cashier,Restaurants & Food Service,Cashier,Restaurants & Food Service,cashier,restaurants & food service,,,,,,,
,Register Cashier,Restaurants & Food Service,Cashier,Restaurants & Food Service,cashier,restaurants & food service,,,,,,,
,Experienced Cashiers,Restaurants & Food Service,Cashier,Restaurants & Food Service,cashier,restaurants & food service,,,,,,,
,Server/Cashier,Food & Beverage,Cashier,Restaurants & Food Service,cashier,restaurants & food service,,,,,,,
,Cashier/Front Counter Person,Food & Beverage,Cashier,Restaurants & Food Service,cashier,restaurants & food service,,,,,,,
,Cashier/Counter Person,Food & Beverage,Cashier,Restaurants & Food Service,cashier,restaurants & food service,,,,,,,
,Server/Cashier/Host/Hostess,Restaurants & Food Service,Cashier,Restaurants & Food Service,cashier,restaurants & food service,,,,,,,
,Pizza Maker/Cashier,Restaurants & Food Service,Cashier,Restaurants & Food Service,cashier,restaurants & food service,,,,,,,
,Cashier/Stocker,Retail Stores,Cashier,Retail,cashier,retail,,,,,,,
,Cashier/Barista,Food & Beverage,Cashier,Restaurants & Food Service,cashier,restaurants & food service,,,,,,,
,Manager and Hostess/Cashier,Restaurants & Food Service,Cashier,Restaurants & Food Service,cashier,restaurants & food service,,,,,,,
,Barista and Cashier,Food & Beverage,Cashier,Restaurants & Food Service,cashier,restaurants & food service,,,,,,,
,Deli Worker and Cashier,Restaurants & Food Service,Cashier,Restaurants & Food Service,cashier,restaurants & food service,,,,,,,
,Cashier/Counter Help,Food & Beverage,Cashier,Restaurants & Food Service,cashier,restaurants & food service,,,,,,,
,"Baristas, Cashiers/Assistants, Food Prep/Line Cooks",Food & Beverage,Cashier,Restaurants & Food Service,cashier,restaurants & food service,,,,,,,
,Line Cook/Cashier,Restaurants & Food Service,Cashier,Restaurants & Food Service,cashier,restaurants & food service,,,,,,,
,Cashier/Server,Restaurants & Food Service,Cashier,Restaurants & Food Service,cashier,restaurants & food service,,,,,,,
,Server/Front Counter/Cashier/Smoothie Barista,Food & Beverage,Cashier,Restaurants & Food Service,cashier,restaurants & food service,,,,,,,
wait,waiter/waitress,,waiter/waitress,Restaurants & Food Service,waiter/waitress,restaurants & food service,,,,,,,
,Dietary Wait Staff,,waiter/waitress,Restaurants & Food Service,waiter/waitress,restaurants & food service,,,,,,,
,Hosts and Wait Staff,Restaurants & Food Service,waiter/waitress,Restaurants & Food Service,waiter/waitress,restaurants & food service,,,,,,,
,Waiters and Bartenders,Food & Beverage,waiter/waitress,Restaurants & Food Service,waiter/waitress,restaurants & food service,,,,,,,
,Waiter & Busboy,Restaurants & Food Service,waiter/waitress,Restaurants & Food Service,waiter/waitress,restaurants & food service,,,,,,,
,Server/Waiter/Waitress,Restaurants & Food Service,waiter/waitress,Restaurants & Food Service,waiter/waitress,restaurants & food service,,,,,,,
,Waitress/ Waiter,Restaurants & Food Service,waiter/waitress,Restaurants & Food Service,waiter/waitress,restaurants & food service,,,,,,,
,Server/Waitstaff,Restaurants & Food Service,waiter/waitress,Restaurants & Food Service,waiter/waitress,restaurants & food service,,,,,,,
,Waiter/Server,Restaurants & Food Service,waiter/waitress,Restaurants & Food Service,waiter/waitress,restaurants & food service,,,,,,,
